country,preference_category,snapshot_date,priority_year,pending,spread_days,regime,depletion_per_day,months_to_clear,projected_clear_date,actual_clear_date,error_months,abs_error_months,note
India,EB2,2024-09-03,2006,20,-99,eb3_ahead,0.0,,,2024-10-01,,,queue not shrinking
India,EB2,2024-10-03,2006,20,-109,eb3_ahead,0.0,,,2024-11-01,,,queue not shrinking
India,EB2,2024-11-03,2006,20,-109,eb3_ahead,0.0,,,2024-12-01,,,queue not shrinking
India,EB2,2024-12-03,2006,20,-99,eb3_ahead,0.0,,,2025-01-01,,,queue not shrinking
India,EB2,2025-01-03,2006,20,-61,eb3_ahead,0.0,,,2025-02-01,,,queue not shrinking
India,EB2,2025-02-03,2006,25,-61,eb3_ahead,0.05,,,2025-03-01,,,queue not shrinking
India,EB2,2025-03-03,2006,25,-62,eb3_ahead,0.06,,,2025-04-01,,,queue not shrinking
India,EB2,2025-04-07,2006,25,-90,eb3_ahead,0.05,,,2025-05-01,,,queue not shrinking
India,EB2,2025-05-05,2006,20,-104,eb3_ahead,-0.05,10.6,2026-03-22,2025-06-01,9.7,9.7,eb3_ahead: pending deflated by 12%
India,EB2,2025-08-05,2006,40,-141,eb3_ahead,0.1,,,2025-09-01,,,queue not shrinking
India,EB2,2025-09-03,2006,35,-141,eb3_ahead,0.07,,,2025-10-01,,,queue not shrinking
India,EB2,2025-10-02,2006,35,-143,eb3_ahead,0.1,,,2025-11-01,,,queue not shrinking
India,EB2,2025-11-03,2006,35,-143,eb3_ahead,-0.06,17.4,2027-04-16,2025-12-01,16.5,16.5,eb3_ahead: pending deflated by 16%
India,EB2,2025-12-03,2006,40,-130,eb3_ahead,0.05,,,2026-01-01,,,queue not shrinking
India,EB2,2026-01-02,2006,40,-123,eb3_ahead,0.05,,,2026-02-01,,,queue not shrinking
India,EB2,2026-02-03,2006,40,-123,eb3_ahead,0.05,,,2026-03-01,,,queue not shrinking
India,EB2,2026-03-03,2006,40,-61,eb3_ahead,0.0,,,2026-04-01,,,queue not shrinking
India,EB2,2026-04-03,2006,35,242,eb2_ahead,-0.05,0.2,2026-04-08,2026-05-01,-0.8,0.8,eb2_ahead: supply-floor rate applied
India,EB2,2024-02-22,2007,35,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB2,2024-03-03,2007,30,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB2,2024-04-03,2007,35,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB2,2024-05-03,2007,35,-122,eb3_ahead,0.0,,,2024-06-01,,,queue not shrinking
India,EB2,2024-06-03,2007,40,-129,eb3_ahead,0.11,,,2024-07-01,,,queue not shrinking
India,EB2,2024-07-03,2007,35,-99,eb3_ahead,0.0,,,2024-08-01,,,queue not shrinking
India,EB2,2024-08-03,2007,30,-99,eb3_ahead,-0.05,16.1,2025-12-07,2024-09-01,15.2,15.2,eb3_ahead: pending deflated by 11%
India,EB2,2024-09-03,2007,30,-99,eb3_ahead,-0.11,8.1,2025-05-06,2024-10-01,7.1,7.1,eb3_ahead: pending deflated by 11%
India,EB2,2024-10-03,2007,25,-109,eb3_ahead,-0.11,6.6,2025-04-23,2024-11-01,5.7,5.7,eb3_ahead: pending deflated by 12%
India,EB2,2024-11-03,2007,35,-109,eb3_ahead,0.05,,,2024-12-01,,,queue not shrinking
India,EB2,2024-12-03,2007,30,-99,eb3_ahead,0.0,,,2025-01-01,,,queue not shrinking
India,EB2,2025-01-03,2007,30,-61,eb3_ahead,0.05,,,2025-02-01,,,queue not shrinking
India,EB2,2025-02-03,2007,30,-61,eb3_ahead,-0.05,16.9,2026-07-02,2025-03-01,16.0,16.0,eb3_ahead: pending deflated by 7%
India,EB2,2025-03-03,2007,25,-62,eb3_ahead,-0.06,13.8,2026-04-26,2025-04-01,12.8,12.8,eb3_ahead: pending deflated by 7%
India,EB2,2025-04-07,2007,25,-90,eb3_ahead,-0.05,13.9,2026-06-04,2025-05-01,13.1,13.1,eb3_ahead: pending deflated by 10%
India,EB2,2025-05-05,2007,30,-104,eb3_ahead,0.0,,,2025-06-01,,,queue not shrinking
India,EB2,2025-08-05,2007,40,-141,eb3_ahead,0.1,,,2025-09-01,,,queue not shrinking
India,EB2,2025-09-03,2007,35,-141,eb3_ahead,0.07,,,2025-10-01,,,queue not shrinking
India,EB2,2025-10-02,2007,35,-143,eb3_ahead,0.03,,,2025-11-01,,,queue not shrinking
India,EB2,2025-11-03,2007,35,-143,eb3_ahead,-0.06,17.4,2027-04-16,2025-12-01,16.5,16.5,eb3_ahead: pending deflated by 16%
India,EB2,2025-12-03,2007,35,-130,eb3_ahead,0.0,,,2026-01-01,,,queue not shrinking
India,EB2,2026-01-02,2007,40,-123,eb3_ahead,0.05,,,2026-02-01,,,queue not shrinking
India,EB2,2026-02-03,2007,40,-123,eb3_ahead,0.05,,,2026-03-01,,,queue not shrinking
India,EB2,2026-03-03,2007,40,-61,eb3_ahead,0.06,,,2026-04-01,,,queue not shrinking
India,EB2,2026-04-03,2007,40,242,eb2_ahead,0.0,0.2,2026-04-09,2026-05-01,-0.7,0.7,eb2_ahead: supply-floor rate applied
India,EB2,2024-02-22,2008,30,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB2,2024-03-03,2008,30,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB2,2024-04-03,2008,30,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB2,2024-05-03,2008,25,-122,eb3_ahead,-0.07,10.1,2025-03-05,2024-06-01,9.1,9.1,eb3_ahead: pending deflated by 14%
India,EB2,2024-06-03,2008,30,-129,eb3_ahead,0.0,,,2024-07-01,,,queue not shrinking
India,EB2,2024-07-03,2008,30,-99,eb3_ahead,0.0,,,2024-08-01,,,queue not shrinking
India,EB2,2024-08-03,2008,30,-99,eb3_ahead,0.05,,,2024-09-01,,,queue not shrinking
India,EB2,2024-09-03,2008,30,-99,eb3_ahead,0.0,,,2024-10-01,,,queue not shrinking
India,EB2,2024-10-03,2008,35,-109,eb3_ahead,0.05,,,2024-11-01,,,queue not shrinking
India,EB2,2024-11-03,2008,35,-109,eb3_ahead,0.05,,,2024-12-01,,,queue not shrinking
India,EB2,2024-12-03,2008,30,-99,eb3_ahead,0.0,,,2025-01-01,,,queue not shrinking
India,EB2,2025-01-03,2008,25,-61,eb3_ahead,-0.11,7.0,2025-08-05,2025-02-01,6.1,6.1,eb3_ahead: pending deflated by 7%
India,EB2,2025-02-03,2008,30,-61,eb3_ahead,-0.05,16.9,2026-07-02,2025-03-01,16.0,16.0,eb3_ahead: pending deflated by 7%
India,EB2,2025-03-03,2008,35,-62,eb3_ahead,0.06,,,2025-04-01,,,queue not shrinking
India,EB2,2025-04-07,2008,40,-90,eb3_ahead,0.16,,,2025-05-01,,,queue not shrinking
India,EB2,2025-05-05,2008,30,-104,eb3_ahead,0.0,,,2025-06-01,,,queue not shrinking
India,EB2,2025-08-05,2008,25,-141,eb3_ahead,-0.06,10.7,2026-06-27,2025-09-01,9.8,9.8,eb3_ahead: pending deflated by 16%
India,EB2,2025-09-03,2008,30,-141,eb3_ahead,-0.07,12.4,2026-09-14,2025-10-01,11.4,11.4,eb3_ahead: pending deflated by 16%
India,EB2,2025-10-02,2008,30,-143,eb3_ahead,0.0,,,2025-11-01,,,queue not shrinking
India,EB2,2025-11-03,2008,30,-143,eb3_ahead,0.06,,,2025-12-01,,,queue not shrinking
India,EB2,2025-12-03,2008,30,-130,eb3_ahead,0.0,,,2026-01-01,,,queue not shrinking
India,EB2,2026-01-02,2008,30,-123,eb3_ahead,0.0,,,2026-02-01,,,queue not shrinking
India,EB2,2026-02-03,2008,30,-123,eb3_ahead,0.0,,,2026-03-01,,,queue not shrinking
India,EB2,2026-03-03,2008,30,-61,eb3_ahead,0.0,,,2026-04-01,,,queue not shrinking
India,EB2,2026-04-03,2008,30,242,eb2_ahead,0.0,0.2,2026-04-07,2026-05-01,-0.8,0.8,eb2_ahead: supply-floor rate applied
India,EB2,2024-02-22,2009,50,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB2,2024-03-03,2009,50,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB2,2024-04-03,2009,50,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB2,2024-05-03,2009,50,-122,eb3_ahead,0.0,,,2024-06-01,,,queue not shrinking
India,EB2,2024-06-03,2009,50,-129,eb3_ahead,0.0,,,2024-07-01,,,queue not shrinking
India,EB2,2024-07-03,2009,50,-99,eb3_ahead,0.0,,,2024-08-01,,,queue not shrinking
India,EB2,2024-08-03,2009,50,-99,eb3_ahead,0.0,,,2024-09-01,,,queue not shrinking
India,EB2,2024-09-03,2009,45,-99,eb3_ahead,-0.05,24.2,2026-09-09,2024-10-01,23.3,23.3,eb3_ahead: pending deflated by 11%
India,EB2,2024-10-03,2009,50,-109,eb3_ahead,0.0,,,2024-11-01,,,queue not shrinking
India,EB2,2024-11-03,2009,50,-109,eb3_ahead,0.0,,,2024-12-01,,,queue not shrinking
India,EB2,2024-12-03,2009,45,-99,eb3_ahead,0.0,,,2025-01-01,,,queue not shrinking
India,EB2,2025-01-03,2009,45,-61,eb3_ahead,-0.05,25.4,2027-02-13,2025-02-01,24.4,24.4,eb3_ahead: pending deflated by 7%
India,EB2,2025-02-03,2009,45,-61,eb3_ahead,-0.05,25.4,2027-03-16,2025-03-01,24.5,24.5,eb3_ahead: pending deflated by 7%
India,EB2,2025-03-03,2009,35,-62,eb3_ahead,-0.11,9.6,2025-12-21,2025-04-01,8.7,8.7,eb3_ahead: pending deflated by 7%
India,EB2,2025-04-07,2009,40,-90,eb3_ahead,-0.05,22.2,2027-02-12,2025-05-01,21.4,21.4,eb3_ahead: pending deflated by 10%
India,EB2,2025-05-05,2009,40,-104,eb3_ahead,-0.05,21.2,2027-02-07,2025-06-01,20.2,20.2,eb3_ahead: pending deflated by 12%
India,EB2,2025-08-05,2009,30,-141,eb3_ahead,-0.03,25.8,2027-09-28,2025-09-01,24.9,24.9,eb3_ahead: pending deflated by 16%
India,EB2,2025-09-03,2009,25,-141,eb3_ahead,-0.1,6.9,2026-03-31,2025-10-01,5.9,5.9,eb3_ahead: pending deflated by 16%
India,EB2,2025-10-02,2009,30,-143,eb3_ahead,-0.07,12.4,2026-10-15,2025-11-01,11.4,11.4,eb3_ahead: pending deflated by 16%
India,EB2,2025-11-03,2009,30,-143,eb3_ahead,0.0,,,2025-12-01,,,queue not shrinking
India,EB2,2025-12-03,2009,25,-130,eb3_ahead,0.0,,,2026-01-01,,,queue not shrinking
India,EB2,2026-01-02,2009,30,-123,eb3_ahead,0.0,,,2026-02-01,,,queue not shrinking
India,EB2,2026-02-03,2009,30,-123,eb3_ahead,0.0,,,2026-03-01,,,queue not shrinking
India,EB2,2026-03-03,2009,35,-61,eb3_ahead,0.11,,,2026-04-01,,,queue not shrinking
India,EB2,2026-04-03,2009,30,242,eb2_ahead,0.0,0.2,2026-04-07,2026-05-01,-0.8,0.8,eb2_ahead: supply-floor rate applied
India,EB2,2024-02-22,2010,216,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB2,2024-03-03,2010,203,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB2,2024-04-03,2010,206,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB2,2024-05-03,2010,155,-122,eb3_ahead,-0.86,5.1,2024-10-05,2024-06-01,4.1,4.1,eb3_ahead: pending deflated by 14%
India,EB2,2024-06-03,2010,163,-129,eb3_ahead,-0.43,10.6,2025-04-20,2024-07-01,9.6,9.6,eb3_ahead: pending deflated by 14%
India,EB2,2024-07-03,2010,179,-99,eb3_ahead,-0.3,17.6,2025-12-21,2024-08-01,16.7,16.7,eb3_ahead: pending deflated by 11%
India,EB2,2024-08-03,2010,153,-99,eb3_ahead,-0.02,205.8,2041-09-26,2024-09-01,204.8,204.8,eb3_ahead: pending deflated by 11%
India,EB2,2024-09-03,2010,131,-99,eb3_ahead,-0.35,11.0,2025-08-04,2024-10-01,10.1,10.1,eb3_ahead: pending deflated by 11%
India,EB2,2024-10-03,2010,119,-109,eb3_ahead,-0.65,5.3,2025-03-12,2024-11-01,4.3,4.3,eb3_ahead: pending deflated by 12%
India,EB2,2024-11-03,2010,104,-109,eb3_ahead,-0.53,5.6,2025-04-23,2024-12-01,4.7,4.7,eb3_ahead: pending deflated by 12%
India,EB2,2024-12-03,2010,109,-99,eb3_ahead,-0.24,13.2,2026-01-08,2025-01-01,12.2,12.2,eb3_ahead: pending deflated by 11%
India,EB2,2025-01-03,2010,96,-61,eb3_ahead,-0.25,11.8,2025-12-26,2025-02-01,10.8,10.8,eb3_ahead: pending deflated by 7%
India,EB2,2025-02-03,2010,103,-61,eb3_ahead,-0.01,290.2,2049-04-11,2025-03-01,289.3,289.3,eb3_ahead: pending deflated by 7%
India,EB2,2025-03-03,2010,90,-62,eb3_ahead,-0.21,13.0,2026-04-03,2025-04-01,12.1,12.1,eb3_ahead: pending deflated by 7%
India,EB2,2025-04-07,2010,94,-90,eb3_ahead,-0.02,130.6,2036-02-25,2025-05-01,129.8,129.8,eb3_ahead: pending deflated by 10%
India,EB2,2025-05-05,2010,92,-104,eb3_ahead,-0.12,22.1,2027-03-09,2025-06-01,21.2,21.2,eb3_ahead: pending deflated by 12%
India,EB2,2025-08-05,2010,87,-141,eb3_ahead,-0.02,124.5,2035-12-21,2025-09-01,123.6,123.6,eb3_ahead: pending deflated by 16%
India,EB2,2025-09-03,2010,82,-141,eb3_ahead,-0.08,28.2,2028-01-09,2025-10-01,27.3,27.3,eb3_ahead: pending deflated by 16%
India,EB2,2025-10-02,2010,75,-143,eb3_ahead,-0.11,18.3,2027-04-11,2025-11-01,17.3,17.3,eb3_ahead: pending deflated by 16%
India,EB2,2025-11-03,2010,83,-143,eb3_ahead,-0.04,51.6,2030-02-20,2025-12-01,50.7,50.7,eb3_ahead: pending deflated by 16%
India,EB2,2025-12-03,2010,74,-130,eb3_ahead,-0.09,23.7,2027-11-23,2026-01-01,22.7,22.7,eb3_ahead: pending deflated by 14%
India,EB2,2026-01-02,2010,74,-123,eb3_ahead,-0.01,193.1,2042-02-04,2026-02-01,192.1,192.1,eb3_ahead: pending deflated by 14%
India,EB2,2026-02-03,2010,70,-123,eb3_ahead,-0.14,14.1,2027-04-06,2026-03-01,13.2,13.2,eb3_ahead: pending deflated by 14%
India,EB2,2026-03-03,2010,70,-61,eb3_ahead,-0.04,48.2,2030-03-10,2026-04-01,47.3,47.3,eb3_ahead: pending deflated by 7%
India,EB2,2026-04-03,2010,64,242,eb2_ahead,-0.11,0.3,2026-04-13,2026-05-01,-0.6,0.6,eb2_ahead: supply-floor rate applied
India,EB2,2024-02-22,2011,610,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB2,2024-03-03,2011,584,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB2,2024-04-03,2011,532,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB2,2024-05-03,2011,386,-122,eb3_ahead,-3.15,3.5,2024-08-16,2024-06-01,2.5,2.5,eb3_ahead: pending deflated by 14%
India,EB2,2024-06-03,2011,420,-129,eb3_ahead,-1.78,6.6,2024-12-21,2024-07-01,5.7,5.7,eb3_ahead: pending deflated by 14%
India,EB2,2024-07-03,2011,434,-99,eb3_ahead,-1.08,11.8,2025-06-26,2024-08-01,10.8,10.8,eb3_ahead: pending deflated by 11%
India,EB2,2024-08-03,2011,372,-99,eb3_ahead,-0.15,71.5,2030-07-18,2024-09-01,70.5,70.5,eb3_ahead: pending deflated by 11%
India,EB2,2024-09-03,2011,313,-99,eb3_ahead,-1.16,7.9,2025-04-30,2024-10-01,6.9,6.9,eb3_ahead: pending deflated by 11%
India,EB2,2024-10-03,2011,320,-109,eb3_ahead,-1.24,7.5,2025-05-17,2024-11-01,6.5,6.5,eb3_ahead: pending deflated by 12%
India,EB2,2024-11-03,2011,310,-109,eb3_ahead,-0.67,13.3,2025-12-12,2024-12-01,12.4,12.4,eb3_ahead: pending deflated by 12%
India,EB2,2024-12-03,2011,290,-99,eb3_ahead,-0.25,33.5,2027-09-20,2025-01-01,32.6,32.6,eb3_ahead: pending deflated by 11%
India,EB2,2025-01-03,2011,282,-61,eb3_ahead,-0.41,20.9,2026-10-01,2025-02-01,19.9,19.9,eb3_ahead: pending deflated by 7%
India,EB2,2025-02-03,2011,255,-61,eb3_ahead,-0.6,13.1,2026-03-07,2025-03-01,12.2,12.2,eb3_ahead: pending deflated by 7%
India,EB2,2025-03-03,2011,218,-62,eb3_ahead,-0.8,8.3,2025-11-11,2025-04-01,7.4,7.4,eb3_ahead: pending deflated by 7%
India,EB2,2025-04-07,2011,189,-90,eb3_ahead,-0.99,5.6,2025-09-25,2025-05-01,4.8,4.8,eb3_ahead: pending deflated by 10%
India,EB2,2025-05-05,2011,182,-104,eb3_ahead,-0.8,6.6,2025-11-21,2025-06-01,5.7,5.7,eb3_ahead: pending deflated by 12%
India,EB2,2025-08-05,2011,162,-141,eb3_ahead,-0.36,12.4,2026-08-18,2025-09-01,11.5,11.5,eb3_ahead: pending deflated by 16%
India,EB2,2025-09-03,2011,119,-141,eb3_ahead,-0.47,7.0,2026-04-04,2025-10-01,6.1,6.1,eb3_ahead: pending deflated by 16%
India,EB2,2025-10-02,2011,143,-143,eb3_ahead,-0.26,15.2,2027-01-07,2025-11-01,14.2,14.2,eb3_ahead: pending deflated by 16%
India,EB2,2025-11-03,2011,136,-143,eb3_ahead,-0.29,13.0,2026-12-03,2025-12-01,12.1,12.1,eb3_ahead: pending deflated by 16%
India,EB2,2025-12-03,2011,151,-130,eb3_ahead,0.35,,,2026-01-01,,,queue not shrinking
India,EB2,2026-01-02,2011,143,-123,eb3_ahead,0.0,,,2026-02-01,,,queue not shrinking
India,EB2,2026-02-03,2011,141,-123,eb3_ahead,0.05,,,2026-03-01,,,queue not shrinking
India,EB2,2026-03-03,2011,129,-61,eb3_ahead,-0.24,16.2,2027-07-07,2026-04-01,15.2,15.2,eb3_ahead: pending deflated by 7%
India,EB2,2026-04-03,2011,104,242,eb2_ahead,-0.43,0.6,2026-04-19,2026-05-01,-0.4,0.4,eb2_ahead: supply-floor rate applied
India,EB2,2024-02-22,2012,309,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB2,2024-03-03,2012,254,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB2,2024-04-03,2012,653,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB2,2024-05-03,2012,481,-122,eb3_ahead,2.42,,,2024-06-01,,,queue not shrinking
India,EB2,2024-06-03,2012,460,-129,eb3_ahead,2.24,,,2024-07-01,,,queue not shrinking
India,EB2,2024-07-03,2012,855,-99,eb3_ahead,2.22,,,2024-08-01,,,queue not shrinking
India,EB2,2024-08-03,2012,1043,-99,eb3_ahead,6.11,,,2024-09-01,,,queue not shrinking
India,EB2,2024-09-03,2012,670,-99,eb3_ahead,2.28,,,2024-10-01,,,queue not shrinking
India,EB2,2024-10-03,2012,483,-109,eb3_ahead,-4.04,3.4,2025-01-15,2024-11-01,2.5,2.5,eb3_ahead: pending deflated by 12%
India,EB2,2024-11-03,2012,403,-109,eb3_ahead,-6.96,1.7,2024-12-23,2024-12-01,0.7,0.7,eb3_ahead: pending deflated by 12%
India,EB2,2024-12-03,2012,580,-99,eb3_ahead,-0.99,17.1,2026-05-08,2025-01-01,16.2,16.2,eb3_ahead: pending deflated by 11%
India,EB2,2025-01-03,2012,1482,-61,eb3_ahead,10.86,,,2025-02-01,,,queue not shrinking
India,EB2,2025-02-03,2012,1608,-61,eb3_ahead,13.1,,,2025-03-01,,,queue not shrinking
India,EB2,2025-03-03,2012,2255,-62,eb3_ahead,18.61,,,2025-04-01,,,queue not shrinking
India,EB2,2025-04-07,2012,2607,-90,eb3_ahead,11.97,,,2025-05-01,,,queue not shrinking
India,EB2,2025-05-05,2012,1837,-104,eb3_ahead,2.52,,,2025-06-01,,,queue not shrinking
India,EB2,2025-08-05,2012,681,-141,eb3_ahead,-10.15,1.9,2025-09-30,2025-09-01,1.0,1.0,eb3_ahead: pending deflated by 16%
India,EB2,2025-09-03,2012,559,-141,eb3_ahead,-13.74,1.3,2025-10-13,2025-10-01,0.4,0.4,eb3_ahead: pending deflated by 16% | supply-floor applied
India,EB2,2025-10-02,2012,553,-143,eb3_ahead,-8.56,1.8,2025-11-25,2025-11-01,0.8,0.8,eb3_ahead: pending deflated by 16%
India,EB2,2025-11-03,2012,464,-143,eb3_ahead,-2.41,5.3,2026-04-13,2025-12-01,4.4,4.4,eb3_ahead: pending deflated by 16%
India,EB2,2025-12-03,2012,448,-130,eb3_ahead,-1.22,10.3,2026-10-13,2026-01-01,9.4,9.4,eb3_ahead: pending deflated by 14%
India,EB2,2026-01-02,2012,420,-123,eb3_ahead,-1.45,8.2,2026-09-09,2026-02-01,7.2,7.2,eb3_ahead: pending deflated by 14%
India,EB2,2026-02-03,2012,387,-123,eb3_ahead,-0.84,13.1,2027-03-09,2026-03-01,12.3,12.3,eb3_ahead: pending deflated by 14%
India,EB2,2026-03-03,2012,344,-61,eb3_ahead,-1.16,9.1,2026-12-05,2026-04-01,8.1,8.1,eb3_ahead: pending deflated by 7%
India,EB2,2026-04-03,2012,321,242,eb2_ahead,-1.09,1.7,2026-05-25,2026-05-01,0.8,0.8,eb2_ahead: supply-floor rate applied
India,EB2,2025-03-03,2013,5,-62,eb3_ahead,,,,2025-04-01,,,insufficient history
India,EB2,2025-10-02,2013,1752,-143,eb3_ahead,,,,2025-11-01,,,insufficient history
India,EB2,2025-11-03,2013,1441,-143,eb3_ahead,,,,2025-12-01,,,insufficient history
India,EB2,2025-12-03,2013,1889,-130,eb3_ahead,6.85,,,2026-01-01,,,queue not shrinking
India,EB2,2026-01-02,2013,2988,-123,eb3_ahead,13.43,,,2026-02-01,,,queue not shrinking
India,EB2,2026-02-03,2013,2511,-123,eb3_ahead,11.63,,,2026-03-01,,,queue not shrinking
India,EB2,2026-03-03,2013,3768,-61,eb3_ahead,20.88,,,2026-04-01,,,queue not shrinking
India,EB2,2026-04-03,2013,7670,242,eb2_ahead,51.45,41.0,2029-09-03,2026-05-01,40.1,40.1,eb2_ahead: supply-floor rate applied
India,EB2,2026-02-03,2014,0,-123,eb3_ahead,,,,2026-04-01,,,zero pending
India,EB2,2026-03-03,2014,0,-61,eb3_ahead,,,,2026-04-01,,,zero pending
India,EB2,2026-04-03,2014,8467,242,eb2_ahead,,,,2026-05-01,,,insufficient history
India,EB2,2026-04-03,2015,0,242,eb2_ahead,,,,,,,zero pending
India,EB3,2024-02-22,2005,35,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB3,2024-03-03,2005,35,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB3,2024-04-03,2005,35,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB3,2024-05-03,2005,35,-122,eb3_ahead,0.0,,,2024-06-01,,,queue not shrinking
India,EB3,2024-06-03,2005,35,-129,eb3_ahead,0.0,,,2024-07-01,,,queue not shrinking
India,EB3,2024-07-03,2005,35,-99,eb3_ahead,0.0,,,2024-08-01,,,queue not shrinking
India,EB3,2024-08-03,2005,35,-99,eb3_ahead,0.0,,,2024-09-01,,,queue not shrinking
India,EB3,2024-09-03,2005,35,-99,eb3_ahead,0.0,,,2024-10-01,,,queue not shrinking
India,EB3,2024-10-03,2005,35,-109,eb3_ahead,0.0,,,2024-11-01,,,queue not shrinking
India,EB3,2024-11-03,2005,35,-109,eb3_ahead,0.0,,,2024-12-01,,,queue not shrinking
India,EB3,2024-12-03,2005,35,-99,eb3_ahead,0.0,,,2025-01-01,,,queue not shrinking
India,EB3,2025-01-03,2005,30,-61,eb3_ahead,-0.05,16.9,2026-06-01,2025-02-01,15.9,15.9,eb3_ahead: pending deflated by 7%
India,EB3,2025-02-03,2005,30,-61,eb3_ahead,-0.05,16.9,2026-07-02,2025-03-01,16.0,16.0,eb3_ahead: pending deflated by 7%
India,EB3,2025-03-03,2005,30,-62,eb3_ahead,-0.06,16.5,2026-07-18,2025-04-01,15.5,15.5,eb3_ahead: pending deflated by 7%
India,EB3,2025-04-07,2005,30,-90,eb3_ahead,0.0,,,2025-05-01,,,queue not shrinking
India,EB3,2025-05-05,2005,25,-104,eb3_ahead,-0.05,13.2,2026-06-11,2025-06-01,12.3,12.3,eb3_ahead: pending deflated by 12%
India,EB3,2025-08-05,2005,25,-141,eb3_ahead,-0.03,21.5,2027-05-20,2025-09-01,20.6,20.6,eb3_ahead: pending deflated by 16%
India,EB3,2025-09-03,2005,25,-141,eb3_ahead,-0.03,20.6,2027-05-24,2025-10-01,19.7,19.7,eb3_ahead: pending deflated by 16%
India,EB3,2025-10-02,2005,25,-143,eb3_ahead,0.0,,,2025-11-01,,,queue not shrinking
India,EB3,2025-11-03,2005,25,-143,eb3_ahead,0.0,,,2025-12-01,,,queue not shrinking
India,EB3,2025-12-03,2005,25,-130,eb3_ahead,0.0,,,2026-01-01,,,queue not shrinking
India,EB3,2026-01-02,2005,25,-123,eb3_ahead,0.0,,,2026-02-01,,,queue not shrinking
India,EB3,2026-02-03,2005,25,-123,eb3_ahead,0.0,,,2026-03-01,,,queue not shrinking
India,EB3,2026-03-03,2005,25,-61,eb3_ahead,0.0,,,2026-04-01,,,queue not shrinking
India,EB3,2024-02-22,2006,45,-122,eb3_ahead,,,,2024-03-01,,,insufficient history
India,EB3,2024-03-03,2006,45,-122,eb3_ahead,,,,2024-04-01,,,insufficient history
India,EB3,2024-04-03,2006,45,-122,eb3_ahead,,,,2024-05-01,,,insufficient history
India,EB3,2024-05-03,2006,40,-122,eb3_ahead,-0.07,16.1,2025-09-06,2024-06-01,15.2,15.2,eb3_ahead: pending deflated by 14%
India,EB3,2024-06-03,2006,40,-129,eb3_ahead,-0.05,20.7,2026-02-23,2024-07-01,19.8,19.8,eb3_ahead: pending deflated by 14%
India,EB3,2024-07-03,2006,40,-99,eb3_ahead,-0.05,21.3,2026-04-11,2024-08-01,20.3,20.3,eb3_ahead: pending deflated by 11%
India,EB3,2024-08-03,2006,40,-99,eb3_ahead,0.0,,,2024-09-01,,,queue not shrinking
India,EB3,2024-09-03,2006,35,-99,eb3_ahead,-0.05,18.8,2026-03-30,2024-10-01,17.9,17.9,eb3_ahead: pending deflated by 11%
India,EB3,2024-10-03,2006,35,-109,eb3_ahead,-0.05,18.6,2026-04-22,2024-11-01,17.6,17.6,eb3_ahead: pending deflated by 12%
India,EB3,2024-11-03,2006,35,-109,eb3_ahead,-0.05,18.6,2026-05-23,2024-12-01,17.7,17.7,eb3_ahead: pending deflated by 12%
India,EB3,2024-12-03,2006,35,-99,eb3_ahead,0.0,,,2025-01-01,,,queue not shrinking
India,EB3,2025-01-03,2006,40,-61,eb3_ahead,0.05,,,2025-02-01,,,queue not shrinking
India,EB3,2025-02-03,2006,35,-61,eb3_ahead,0.0,,,2025-03-01,,,queue not shrinking
India,EB3,2025-03-03,2006,35,-62,eb3_ahead,0.0,,,2025-04-01,,,queue not shrinking
India,EB3,2025-04-07,2006,30,-90,eb3_ahead,-0.11,8.3,2025-12-16,2025-05-01,7.5,7.5,eb3_ahead: pending deflated by 10%
India,EB3,2025-05-05,2006,15,-104,eb3_ahead,-0.22,2.0,2025-07-04,2025-06-01,1.1,1.1,eb3_ahead: pending deflated by 12%
India,EB3,2025-08-05,2006,35,-141,eb3_ahead,0.0,,,2025-09-01,,,queue not shrinking
India,EB3,2025-09-03,2006,35,-141,eb3_ahead,0.03,,,2025-10-01,,,queue not shrinking
India,EB3,2025-10-02,2006,40,-143,eb3_ahead,0.17,,,2025-11-01,,,queue not shrinking
