country,preference_category,snapshot_date,priority_year,pending,spread_days,regime,depletion_per_day,months_to_clear,projected_clear_date,actual_clear_date,error_months,abs_error_months,note
China,CRW,2026-03-03,2017,0,123,n/a,,,,2026-04-01,,,zero pending
China,CRW,2026-04-03,2017,0,78,n/a,,,,2026-05-01,,,zero pending
China,CRW,2026-03-03,2018,0,123,n/a,,,,2026-04-01,,,zero pending
China,CRW,2026-04-03,2018,0,78,n/a,,,,2026-05-01,,,zero pending
China,CRW,2024-03-03,2019,5,-244,n/a,,,,2024-04-01,,,insufficient history
China,CRW,2024-05-03,2019,5,-213,n/a,,,,2024-06-01,,,insufficient history
China,CRW,2024-06-03,2019,5,-213,n/a,,,,2024-07-01,,,insufficient history
China,CRW,2024-07-03,2019,5,-184,n/a,0.0,,,2024-08-01,,,queue not shrinking
China,CRW,2024-08-03,2019,5,-184,n/a,0.0,,,2024-09-01,,,queue not shrinking
China,CRW,2024-09-03,2019,5,-184,n/a,0.0,,,2024-10-01,,,queue not shrinking
China,CRW,2024-11-03,2019,5,-10,n/a,0.0,,,2024-12-01,,,queue not shrinking
China,CRW,2024-12-03,2019,5,-10,n/a,0.0,,,2025-01-01,,,queue not shrinking
China,CRW,2025-02-03,2019,5,-70,n/a,0.0,,,2025-03-01,,,queue not shrinking
China,CRW,2025-12-03,2019,5,61,n/a,0.0,,,2026-01-01,,,queue not shrinking
China,CRW,2026-01-02,2019,5,123,n/a,0.0,,,2026-02-01,,,queue not shrinking
China,CRW,2026-03-03,2019,5,123,n/a,0.0,,,2026-04-01,,,queue not shrinking
China,CRW,2026-04-03,2019,0,78,n/a,-0.04,,,2026-05-01,,,zero pending
China,CRW,2024-05-03,2020,15,-213,n/a,,,,2024-06-01,,,insufficient history
China,CRW,2024-06-03,2020,15,-213,n/a,,,,2024-07-01,,,insufficient history
China,CRW,2024-07-03,2020,15,-184,n/a,,,,2024-08-01,,,insufficient history
China,CRW,2024-08-03,2020,15,-184,n/a,0.0,,,2024-09-01,,,queue not shrinking
China,CRW,2024-09-03,2020,15,-184,n/a,0.0,,,2024-10-01,,,queue not shrinking
China,CRW,2024-11-03,2020,5,-10,n/a,-0.08,2.0,2025-01-03,2024-12-01,1.1,1.1,
China,CRW,2024-12-03,2020,5,-10,n/a,-0.08,2.0,2025-02-02,2025-01-01,1.1,1.1,
China,CRW,2025-02-03,2020,5,-70,n/a,-0.07,2.5,2025-04-20,2025-10-01,-5.4,5.4,
China,CRW,2025-12-03,2020,10,61,n/a,0.01,,,2026-01-01,,,queue not shrinking
China,CRW,2026-01-02,2020,10,123,n/a,0.01,,,2026-02-01,,,queue not shrinking
China,CRW,2026-03-03,2020,5,123,n/a,0.0,,,2026-04-01,,,queue not shrinking
China,CRW,2026-04-03,2020,5,78,n/a,-0.04,4.0,2026-08-02,2026-05-01,3.1,3.1,
China,CRW,2026-03-03,2021,25,123,n/a,,,,2026-04-01,,,insufficient history
China,CRW,2026-04-03,2021,50,78,n/a,,,,2026-05-01,,,insufficient history
China,CRW,2026-03-03,2022,0,123,n/a,,,,2026-04-01,,,zero pending
China,CRW,2026-04-03,2022,25,78,n/a,,,,2026-05-01,,,insufficient history
China,CRW,2026-03-03,2023,0,123,n/a,,,,,,,zero pending
China,CRW,2026-04-03,2023,0,78,n/a,,,,,,,zero pending
China,CRW,2026-03-03,2024,0,123,n/a,,,,,,,zero pending
China,CRW,2026-04-03,2024,0,78,n/a,,,,,,,zero pending
China,CRW,2026-03-03,2025,0,123,n/a,,,,,,,zero pending
China,CRW,2026-04-03,2025,0,78,n/a,,,,,,,zero pending
China,CRW,2026-03-03,2026,0,123,n/a,,,,,,,zero pending
China,CRW,2026-04-03,2026,0,78,n/a,,,,,,,zero pending
China,EB1,2024-02-22,2013,25,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2013,25,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2013,20,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-02-22,2014,35,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2014,35,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2014,40,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-02-22,2015,41,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2015,41,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2015,46,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2015,52,-213,n/a,0.15,,,2024-06-01,,,queue not shrinking
China,EB1,2024-06-03,2015,46,-213,n/a,0.05,,,2024-07-01,,,queue not shrinking
China,EB1,2024-07-03,2015,52,-184,n/a,0.07,,,2024-08-01,,,queue not shrinking
China,EB1,2024-08-03,2015,52,-184,n/a,0.0,,,2024-09-01,,,queue not shrinking
China,EB1,2024-09-03,2015,46,-184,n/a,0.0,,,2024-10-01,,,queue not shrinking
China,EB1,2024-10-03,2015,46,-10,n/a,-0.07,23.2,2026-09-08,2024-11-01,22.2,22.2,
China,EB1,2024-11-03,2015,46,-10,n/a,-0.07,23.2,2026-10-09,2024-12-01,22.2,22.2,
China,EB1,2024-12-03,2015,46,-10,n/a,0.0,,,2025-01-01,,,queue not shrinking
China,EB1,2025-01-03,2015,51,-40,n/a,0.05,,,2025-02-01,,,queue not shrinking
China,EB1,2024-02-22,2016,51,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2016,58,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2016,64,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2016,61,-213,n/a,0.14,,,2024-06-01,,,queue not shrinking
China,EB1,2024-06-03,2016,64,-213,n/a,0.07,,,2024-07-01,,,queue not shrinking
China,EB1,2024-07-03,2016,61,-184,n/a,-0.03,60.8,2029-07-27,2024-08-01,59.8,59.8,
China,EB1,2024-08-03,2016,50,-184,n/a,-0.12,13.7,2025-09-25,2024-09-01,12.8,12.8,
China,EB1,2024-09-03,2016,63,-184,n/a,-0.01,190.4,2040-07-17,2024-10-01,189.5,189.5,
China,EB1,2024-10-03,2016,63,-10,n/a,0.02,,,2024-11-01,,,queue not shrinking
China,EB1,2024-11-03,2016,52,-10,n/a,0.02,,,2024-12-01,,,queue not shrinking
China,EB1,2024-12-03,2016,56,-10,n/a,-0.08,23.9,2026-12-01,2025-01-01,23.0,23.0,
China,EB1,2025-01-03,2016,56,-40,n/a,-0.08,24.2,2027-01-09,2025-02-01,23.2,23.2,
China,EB1,2025-02-03,2016,54,-70,n/a,0.02,,,2025-03-01,,,queue not shrinking
China,EB1,2025-03-03,2016,57,-85,n/a,0.01,,,2025-04-01,,,queue not shrinking
China,EB1,2025-04-07,2016,57,-31,n/a,0.01,,,2025-05-01,,,queue not shrinking
China,EB1,2025-05-05,2016,57,-31,n/a,0.03,,,2025-06-01,,,queue not shrinking
China,EB1,2025-08-05,2016,51,14,n/a,-0.04,43.3,2029-03-14,2025-09-01,42.4,42.4,
China,EB1,2025-09-03,2016,51,14,n/a,-0.04,41.6,2029-02-20,2025-10-01,40.7,40.7,
China,EB1,2025-10-02,2016,45,31,n/a,-0.08,18.5,2027-04-17,2025-11-01,17.5,17.5,
China,EB1,2025-11-03,2016,45,31,n/a,-0.07,22.2,2027-09-09,2025-12-01,21.3,21.3,
China,EB1,2025-12-03,2016,40,61,n/a,-0.12,10.9,2026-10-29,2026-01-01,9.9,9.9,
China,EB1,2026-01-02,2016,40,123,n/a,-0.05,24.2,2028-01-08,2026-02-01,23.2,23.2,
China,EB1,2024-02-22,2017,89,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2017,87,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2017,94,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2017,74,-213,n/a,-0.21,11.5,2025-04-18,2024-06-01,10.5,10.5,
China,EB1,2024-06-03,2017,81,-213,n/a,-0.07,40.8,2027-10-28,2024-07-01,39.9,39.9,
China,EB1,2024-07-03,2017,77,-184,n/a,-0.19,13.5,2025-08-19,2024-08-01,12.6,12.6,
China,EB1,2024-08-03,2017,75,-184,n/a,0.01,,,2024-09-01,,,queue not shrinking
China,EB1,2024-09-03,2017,77,-184,n/a,-0.04,58.2,2029-07-10,2024-10-01,57.3,57.3,
China,EB1,2024-10-03,2017,77,-10,n/a,0.0,,,2024-11-01,,,queue not shrinking
China,EB1,2024-11-03,2017,72,-10,n/a,-0.03,72.5,2030-11-20,2024-12-01,71.6,71.6,
China,EB1,2024-12-03,2017,72,-10,n/a,-0.05,43.0,2028-07-05,2025-01-01,42.1,42.1,
China,EB1,2025-01-03,2017,85,-40,n/a,0.09,,,2025-02-01,,,queue not shrinking
China,EB1,2025-02-03,2017,85,-70,n/a,0.14,,,2025-03-01,,,queue not shrinking
China,EB1,2025-03-03,2017,85,-85,n/a,0.14,,,2025-04-01,,,queue not shrinking
China,EB1,2025-04-07,2017,76,-31,n/a,-0.1,26.1,2027-06-09,2025-05-01,25.3,25.3,
China,EB1,2025-05-05,2017,75,-31,n/a,-0.11,22.4,2027-03-18,2025-06-01,21.5,21.5,
China,EB1,2025-08-05,2017,62,14,n/a,-0.15,13.7,2026-09-26,2025-09-01,12.8,12.8,
China,EB1,2025-09-03,2017,62,14,n/a,-0.09,21.7,2027-06-24,2025-10-01,20.7,20.7,
China,EB1,2025-10-02,2017,55,31,n/a,-0.13,13.6,2026-11-18,2025-11-01,12.5,12.5,
China,EB1,2025-11-03,2017,55,31,n/a,-0.08,23.2,2027-10-11,2025-12-01,22.3,22.3,
China,EB1,2025-12-03,2017,55,61,n/a,-0.08,23.5,2027-11-18,2026-01-01,22.5,22.5,
China,EB1,2026-01-02,2017,55,123,n/a,0.0,,,2026-02-01,,,queue not shrinking
China,EB1,2026-02-03,2017,55,123,n/a,0.0,,,2026-03-01,,,queue not shrinking
China,EB1,2026-03-03,2017,55,123,n/a,0.0,,,2026-04-01,,,queue not shrinking
China,EB1,2026-04-03,2017,55,78,n/a,0.0,,,2026-05-01,,,queue not shrinking
China,EB1,2024-02-22,2018,72,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2018,83,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2018,76,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2018,73,-213,n/a,0.01,,,2024-06-01,,,queue not shrinking
China,EB1,2024-06-03,2018,69,-213,n/a,-0.15,14.9,2025-08-30,2024-07-01,14.0,14.0,
China,EB1,2024-07-03,2018,73,-184,n/a,-0.03,72.7,2030-07-26,2024-08-01,71.8,71.8,
China,EB1,2024-08-03,2018,69,-184,n/a,-0.04,52.1,2028-12-07,2024-09-01,51.2,51.2,
China,EB1,2024-09-03,2018,69,-184,n/a,0.0,,,2024-10-01,,,queue not shrinking
China,EB1,2024-10-03,2018,69,-10,n/a,-0.04,52.1,2029-02-06,2024-11-01,51.2,51.2,
China,EB1,2024-11-03,2018,70,-10,n/a,0.01,,,2024-12-01,,,queue not shrinking
China,EB1,2024-12-03,2018,59,-10,n/a,-0.11,17.6,2026-05-23,2025-01-01,16.7,16.7,
China,EB1,2025-01-03,2018,46,-40,n/a,-0.25,6.0,2025-07-06,2025-02-01,5.1,5.1,
China,EB1,2025-02-03,2018,47,-70,n/a,-0.25,6.2,2025-08-10,2025-03-01,5.3,5.3,
China,EB1,2025-03-03,2018,42,-85,n/a,-0.19,7.3,2025-10-11,2025-04-01,6.3,6.3,
China,EB1,2025-04-07,2018,54,-31,n/a,0.09,,,2025-05-01,,,queue not shrinking
China,EB1,2025-05-05,2018,58,-31,n/a,0.12,,,2025-06-01,,,queue not shrinking
China,EB1,2025-08-05,2018,57,14,n/a,0.1,,,2025-09-01,,,queue not shrinking
China,EB1,2025-09-03,2018,68,14,n/a,0.09,,,2025-10-01,,,queue not shrinking
China,EB1,2025-10-02,2018,50,31,n/a,-0.05,30.8,2028-04-26,2025-11-01,29.8,29.8,
China,EB1,2025-11-03,2018,55,31,n/a,-0.02,81.3,2032-08-13,2025-12-01,80.4,80.4,
China,EB1,2025-12-03,2018,60,61,n/a,-0.09,22.4,2027-10-16,2026-01-01,21.5,21.5,
China,EB1,2026-01-02,2018,66,123,n/a,0.17,,,2026-02-01,,,queue not shrinking
China,EB1,2026-02-03,2018,66,123,n/a,0.12,,,2026-03-01,,,queue not shrinking
China,EB1,2026-03-03,2018,60,123,n/a,0.0,,,2026-04-01,,,queue not shrinking
China,EB1,2026-04-03,2018,45,78,n/a,-0.23,6.4,2026-10-15,2026-05-01,5.5,5.5,
China,EB1,2024-02-22,2019,156,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2019,156,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2019,138,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2019,90,-213,n/a,-0.93,3.2,2024-08-07,2024-06-01,2.2,2.2,
China,EB1,2024-06-03,2019,106,-213,n/a,-0.54,6.4,2024-12-15,2024-07-01,5.5,5.5,
China,EB1,2024-07-03,2019,99,-184,n/a,-0.43,7.6,2025-02-19,2024-08-01,6.6,6.6,
China,EB1,2024-08-03,2019,78,-184,n/a,-0.13,19.6,2026-03-24,2024-09-01,18.7,18.7,
China,EB1,2024-09-03,2019,69,-184,n/a,-0.4,5.6,2025-02-21,2024-10-01,4.7,4.7,
China,EB1,2024-10-03,2019,68,-10,n/a,-0.34,6.6,2025-04-22,2024-11-01,5.7,5.7,
China,EB1,2024-11-03,2019,55,-10,n/a,-0.25,7.2,2025-06-11,2024-12-01,6.3,6.3,
China,EB1,2024-12-03,2019,60,-10,n/a,-0.1,19.9,2026-08-01,2025-01-01,19.0,19.0,
China,EB1,2025-01-03,2019,60,-40,n/a,-0.09,22.7,2026-11-24,2025-02-01,21.7,21.7,
China,EB1,2025-02-03,2019,60,-70,n/a,0.05,,,2025-03-01,,,queue not shrinking
China,EB1,2025-03-03,2019,60,-85,n/a,0.0,,,2025-04-01,,,queue not shrinking
China,EB1,2025-04-07,2019,55,-31,n/a,-0.05,34.0,2028-02-05,2025-05-01,33.2,33.2,
China,EB1,2025-05-05,2019,63,-31,n/a,0.03,,,2025-06-01,,,queue not shrinking
China,EB1,2025-08-05,2019,73,14,n/a,0.08,,,2025-09-01,,,queue not shrinking
China,EB1,2025-09-03,2019,69,14,n/a,0.09,,,2025-10-01,,,queue not shrinking
China,EB1,2025-10-02,2019,68,31,n/a,0.03,,,2025-11-01,,,queue not shrinking
China,EB1,2025-11-03,2019,55,31,n/a,-0.2,9.0,2026-08-05,2025-12-01,8.1,8.1,
China,EB1,2025-12-03,2019,67,61,n/a,-0.02,100.1,2034-04-08,2026-01-01,99.2,99.2,
China,EB1,2026-01-02,2019,60,123,n/a,-0.09,22.7,2027-11-23,2026-02-01,21.7,21.7,
China,EB1,2026-02-03,2019,60,123,n/a,0.05,,,2026-03-01,,,queue not shrinking
China,EB1,2026-03-03,2019,66,123,n/a,-0.01,195.1,2042-06-07,2026-04-01,194.2,194.2,
China,EB1,2026-04-03,2019,60,78,n/a,0.0,,,2026-05-01,,,queue not shrinking
China,EB1,2024-02-22,2020,379,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2020,354,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2020,335,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2020,253,-213,n/a,-1.77,4.7,2024-09-22,2024-06-01,3.7,3.7,
China,EB1,2024-06-03,2020,260,-213,n/a,-1.02,8.4,2025-02-12,2024-07-01,7.4,7.4,
China,EB1,2024-07-03,2020,272,-184,n/a,-0.69,12.9,2025-07-30,2024-08-01,11.9,11.9,
China,EB1,2024-08-03,2020,205,-184,n/a,-0.52,12.9,2025-08-30,2024-09-01,11.9,11.9,
China,EB1,2024-09-03,2020,193,-184,n/a,-0.73,8.7,2025-05-26,2024-10-01,7.8,7.8,
China,EB1,2024-10-03,2020,199,-10,n/a,-0.79,8.2,2025-06-10,2024-11-01,7.3,7.3,
China,EB1,2024-11-03,2020,205,-10,n/a,0.0,,,2024-12-01,,,queue not shrinking
China,EB1,2024-12-03,2020,197,-10,n/a,0.04,,,2025-01-01,,,queue not shrinking
China,EB1,2025-01-03,2020,192,-40,n/a,-0.08,82.9,2031-12-01,2025-02-01,81.9,81.9,
China,EB1,2025-02-03,2020,186,-70,n/a,-0.21,29.6,2027-07-23,2025-03-01,28.7,28.7,
China,EB1,2025-03-03,2020,174,-85,n/a,-0.26,22.4,2027-01-12,2025-04-01,21.4,21.4,
China,EB1,2025-04-07,2020,160,-31,n/a,-0.34,15.4,2026-07-21,2025-05-01,14.7,14.7,
China,EB1,2025-05-05,2020,145,-31,n/a,-0.45,10.6,2026-03-22,2025-06-01,9.7,9.7,
China,EB1,2025-08-05,2020,109,14,n/a,-0.42,8.5,2026-04-21,2025-09-01,7.6,7.6,
China,EB1,2025-09-03,2020,99,14,n/a,-0.41,7.9,2026-05-02,2025-10-01,7.0,7.0,
China,EB1,2025-10-02,2020,100,31,n/a,-0.3,11.0,2026-08-31,2025-11-01,10.0,10.0,
China,EB1,2025-11-03,2020,102,31,n/a,-0.08,43.1,2029-06-06,2025-12-01,42.1,42.1,
China,EB1,2025-12-03,2020,95,61,n/a,-0.04,71.0,2031-11-03,2026-01-01,70.0,70.0,
China,EB1,2026-01-02,2020,88,123,n/a,-0.13,22.2,2027-11-07,2026-02-01,21.2,21.2,
China,EB1,2026-02-03,2020,95,123,n/a,-0.08,41.0,2029-07-05,2026-03-01,40.1,40.1,
China,EB1,2026-03-03,2020,108,123,n/a,0.14,,,2026-04-01,,,queue not shrinking
China,EB1,2026-04-03,2020,95,78,n/a,0.08,,,2026-05-01,,,queue not shrinking
China,EB1,2024-02-22,2021,545,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2021,550,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2021,511,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2021,397,-213,n/a,-2.08,6.3,2024-11-09,2024-06-01,5.3,5.3,
China,EB1,2024-06-03,2021,396,-213,n/a,-1.67,7.8,2025-01-25,2024-07-01,6.8,6.8,
China,EB1,2024-07-03,2021,424,-184,n/a,-0.96,14.6,2025-09-19,2024-08-01,13.6,13.6,
China,EB1,2024-08-03,2021,356,-184,n/a,-0.45,26.2,2026-10-10,2024-09-01,25.3,25.3,
China,EB1,2024-09-03,2021,327,-184,n/a,-0.75,14.3,2025-11-13,2024-10-01,13.4,13.4,
China,EB1,2024-10-03,2021,349,-10,n/a,-0.82,14.1,2025-12-05,2024-11-01,13.1,13.1,
China,EB1,2024-11-03,2021,354,-10,n/a,-0.02,535.0,2069-06-04,2024-12-01,534.0,534.0,
China,EB1,2024-12-03,2021,342,-10,n/a,0.16,,,2025-01-01,,,queue not shrinking
China,EB1,2025-01-03,2021,333,-40,n/a,-0.17,62.9,2030-04-01,2025-02-01,61.9,61.9,
China,EB1,2025-02-03,2021,335,-70,n/a,-0.21,53.3,2029-07-14,2025-03-01,52.4,52.4,
China,EB1,2025-03-03,2021,340,-85,n/a,-0.02,502.6,2067-01-22,2025-04-01,501.7,501.7,
China,EB1,2025-04-07,2021,349,-31,n/a,0.17,,,2025-05-01,,,queue not shrinking
China,EB1,2025-05-05,2021,355,-31,n/a,0.22,,,2025-06-01,,,queue not shrinking
China,EB1,2025-08-05,2021,340,14,n/a,0.0,,,2025-09-01,,,queue not shrinking
China,EB1,2025-09-03,2021,310,14,n/a,-0.26,38.9,2028-11-30,2025-10-01,38.0,38.0,
China,EB1,2025-10-02,2021,316,31,n/a,-0.26,39.9,2029-01-29,2025-11-01,38.9,38.9,
China,EB1,2025-11-03,2021,306,31,n/a,-0.38,26.6,2028-01-22,2025-12-01,25.7,25.7,
China,EB1,2025-12-03,2021,286,61,n/a,-0.26,35.6,2028-11-21,2026-01-01,34.7,34.7,
China,EB1,2026-01-02,2021,259,123,n/a,-0.62,13.7,2027-02-24,2026-02-01,12.7,12.7,
China,EB1,2026-02-03,2021,237,123,n/a,-0.75,10.4,2026-12-16,2026-03-01,9.5,9.5,
China,EB1,2026-03-03,2021,236,123,n/a,-0.56,14.0,2027-05-01,2026-04-01,13.0,13.0,
China,EB1,2026-04-03,2021,205,78,n/a,-0.59,11.3,2027-03-14,2026-05-01,10.4,10.4,
China,EB1,2024-02-22,2022,1231,-244,n/a,,,,2024-03-01,,,insufficient history
China,EB1,2024-03-03,2022,1179,-244,n/a,,,,2024-04-01,,,insufficient history
China,EB1,2024-04-03,2022,1454,-213,n/a,,,,2024-05-01,,,insufficient history
China,EB1,2024-05-03,2022,1036,-213,n/a,-2.75,12.4,2025-05-15,2024-06-01,11.4,11.4,
China,EB1,2024-06-03,2022,946,-213,n/a,-2.53,12.3,2025-06-11,2024-07-01,11.3,11.3,
China,EB1,2024-07-03,2022,1767,-184,n/a,3.44,,,2024-08-01,,,queue not shrinking
China,EB1,2024-08-03,2022,1104,-184,n/a,0.74,,,2024-09-01,,,queue not shrinking
China,EB1,2024-09-03,2022,794,-184,n/a,-1.65,15.8,2025-12-27,2024-10-01,14.8,14.8,
China,EB1,2024-10-03,2022,913,-10,n/a,-9.28,3.2,2025-01-09,2024-11-01,2.3,2.3,
China,EB1,2024-11-03,2022,875,-10,n/a,-2.49,11.5,2025-10-20,2024-12-01,10.6,10.6,
China,EB1,2024-12-03,2022,847,-10,n/a,0.58,,,2025-01-01,,,queue not shrinking
China,EB1,2025-01-03,2022,821,-40,n/a,-1.0,27.0,2027-04-04,2025-02-01,26.0,26.0,
China,EB1,2025-02-03,2022,781,-70,n/a,-1.02,25.1,2027-03-09,2025-03-01,24.2,24.2,
China,EB1,2025-03-03,2022,780,-85,n/a,-0.74,34.4,2028-01-14,2025-04-01,33.4,33.4,
China,EB1,2025-04-07,2022,776,-31,n/a,-0.48,53.3,2029-09-13,2025-05-01,52.4,52.4,
China,EB1,2025-05-05,2022,745,-31,n/a,-0.4,61.9,2030-07-01,2025-06-01,61.0,61.0,
China,EB1,2025-08-05,2022,817,14,n/a,0.24,,,2025-09-01,,,queue not shrinking
China,EB1,2025-09-03,2022,656,14,n/a,-0.81,26.8,2027-11-26,2025-10-01,25.8,25.8,
China,EB1,2025-10-02,2022,1345,31,n/a,4.0,,,2025-11-01,,,queue not shrinking
China,EB1,2025-11-03,2022,1102,31,n/a,3.17,,,2025-12-01,,,queue not shrinking
China,EB1,2025-12-03,2022,1393,61,n/a,8.1,,,2026-01-01,,,queue not shrinking
China,EB1,2026-01-02,2022,1300,123,n/a,-0.49,87.3,2033-04-12,2026-02-01,86.3,86.3,
China,EB1,2026-02-03,2022,1117,123,n/a,0.16,,,2026-03-01,,,queue not shrinking
China,EB1,2026-03-03,2022,1006,123,n/a,-4.3,7.7,2026-10-22,2026-04-01,6.7,6.7,
China,EB1,2026-04-03,2022,861,78,n/a,-4.82,5.9,2026-09-28,2026-05-01,4.9,4.9,
China,EB1,2025-12-03,2023,297,61,n/a,,,,2026-01-01,,,insufficient history
China,EB1,2026-01-02,2023,517,123,n/a,,,,2026-02-01,,,insufficient history
China,EB1,2026-02-03,2023,526,123,n/a,,,,2026-03-01,,,insufficient history
China,EB1,2026-03-03,2023,994,123,n/a,7.74,,,2026-04-01,,,queue not shrinking
China,EB1,2026-04-03,2023,1435,78,n/a,10.09,,,2026-05-01,,,queue not shrinking
China,EB1,2026-02-03,2024,0,123,n/a,,,,,,,zero pending
China,EB1,2026-03-03,2024,0,123,n/a,,,,,,,zero pending
China,EB1,2026-04-03,2024,0,78,n/a,,,,,,,zero pending
China,EB1,2026-02-03,2025,0,123,n/a,,,,,,,zero pending
China,EB1,2026-03-03,2025,0,123,n/a,,,,,,,zero pending
China,EB1,2026-04-03,2025,0,78,n/a,,,,,,,zero pending
China,EB1,2026-02-03,2026,0,123,n/a,,,,,,,zero pending
China,EB1,2026-03-03,2026,0,123,n/a,,,,,,,zero pending
China,EB1,2026-04-03,2026,0,78,n/a,,,,,,,zero pending
China,EB2,2024-02-22,2013,20,-244,eb3_ahead,,,,2024-03-01,,,insufficient history
China,EB2,2024-03-03,2013,20,-244,eb3_ahead,,,,2024-04-01,,,insufficient history
China,EB2,2024-04-03,2013,20,-213,eb3_ahead,,,,2024-05-01,,,insufficient history
China,EB2,2024-02-22,2014,15,-244,eb3_ahead,,,,2024-03-01,,,insufficient history
China,EB2,2024-03-03,2014,20,-244,eb3_ahead,,,,2024-04-01,,,insufficient history
China,EB2,2024-04-03,2014,20,-213,eb3_ahead,,,,2024-05-01,,,insufficient history
China,EB2,2024-02-22,2015,35,-244,eb3_ahead,,,,2024-03-01,,,insufficient history
China,EB2,2024-03-03,2015,35,-244,eb3_ahead,,,,2024-04-01,,,insufficient history
China,EB2,2024-04-03,2015,35,-213,eb3_ahead,,,,2024-05-01,,,insufficient history
China,EB2,2024-05-03,2015,30,-213,eb3_ahead,-0.07,10.7,2025-03-24,2024-06-01,9.7,9.7,eb3_ahead: pending deflated by 24%
China,EB2,2024-06-03,2015,35,-213,eb3_ahead,0.0,,,2024-07-01,,,queue not shrinking
China,EB2,2024-07-03,2015,30,-184,eb3_ahead,-0.05,14.3,2025-09-10,2024-08-01,13.3,13.3,eb3_ahead: pending deflated by 20%
China,EB2,2024-08-03,2015,25,-184,eb3_ahead,-0.05,12.0,2025-08-03,2024-09-01,11.0,11.0,eb3_ahead: pending deflated by 20%
China,EB2,2024-09-03,2015,25,-184,eb3_ahead,-0.11,6.0,2025-03-04,2024-10-01,5.1,5.1,eb3_ahead: pending deflated by 20%
China,EB2,2024-10-03,2015,30,-10,near_parity,0.0,,,2024-11-01,,,queue not shrinking
China,EB2,2024-11-03,2015,30,-10,near_parity,0.05,,,2024-12-01,,,queue not shrinking
China,EB2,2024-12-03,2015,35,-10,near_parity,0.11,,,2025-01-01,,,queue not shrinking
China,EB2,2025-01-03,2015,35,-40,near_parity,0.05,,,2025-02-01,,,queue not shrinking
China,EB2,2024-02-22,2016,55,-244,eb3_ahead,,,,2024-03-01,,,insufficient history
China,EB2,2024-03-03,2016,50,-244,eb3_ahead,,,,2024-04-01,,,insufficient history
China,EB2,2024-04-03,2016,50,-213,eb3_ahead,,,,2024-05-01,,,insufficient history
China,EB2,2024-05-03,2016,55,-213,eb3_ahead,0.0,,,2024-06-01,,,queue not shrinking
China,EB2,2024-06-03,2016,55,-213,eb3_ahead,0.05,,,2024-07-01,,,queue not shrinking
China,EB2,2024-07-03,2016,55,-184,eb3_ahead,0.05,,,2024-08-01,,,queue not shrinking
China,EB2,2024-08-03,2016,55,-184,eb3_ahead,0.0,,,2024-09-01,,,queue not shrinking
China,EB2,2024-09-03,2016,50,-184,eb3_ahead,-0.05,24.0,2026-09-04,2024-10-01,23.1,23.1,eb3_ahead: pending deflated by 20%
China,EB2,2024-10-03,2016,45,-10,near_parity,-0.11,13.6,2025-11-21,2024-11-01,12.6,12.6,
China,EB2,2024-11-03,2016,45,-10,near_parity,-0.11,13.6,2025-12-22,2024-12-01,12.7,12.7,
China,EB2,2024-12-03,2016,40,-10,near_parity,-0.11,12.0,2025-12-02,2025-01-01,11.0,11.0,
China,EB2,2025-01-03,2016,40,-40,near_parity,-0.05,24.2,2027-01-09,2025-02-01,23.2,23.2,
China,EB2,2025-02-03,2016,45,-70,eb3_ahead,0.0,,,2025-03-01,,,queue not shrinking
